taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen,ob_num
Lepidium virginicum L.,Lepidium virginicum,White,"may, sep",Brassicaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,125
Lespedeza capitata Michx.,Lespedeza capitata,"Creamy-white, purple","July, September",Fabaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,104
Lespedeza hirta (L.) Hornem.,Lespedeza hirta,White,August,Fabaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,27
Lespedeza procumbens Michx.,Lespedeza procumbens,"Purple, pink","July, October",Fabaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,21
Lespedeza repens (L.) W.P.C.Barton,Lespedeza repens,"Purple, pink","May, September",Fabaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,TRUE,15
Lespedeza violacea (L.) Pers.,Lespedeza violacea,Violet-purple,"June, October",Fabaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,24
Lespedeza virginica (L.) Britton,Lespedeza virginica,Violet-purple,"July, September",Fabaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,55
Leucanthemum vulgare Lam.,Chrysanthemum leucanthemum,White,"jun,aug",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,2184
Liatris aspera Michx.,Liatris aspera,Purple,"jul,sep",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,170
Liatris pilosa (Aiton) Willd.,Liatris graminifolia,Purple,"aug,sep",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,20
Liatris spicata (L.) Willd.,Liatris spicata,Purple,"jul,nov",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,163
Ligusticum scoticum L.,Ligusticum scothicum,White,"jun, aug",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,7
Lilium canadense L.,Lilium canadense,"Yellow, red","jun,aug",Liliaceae,red,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,627
Lilium lancifolium Thunb.,Lilium tigrinum,Red-orange,"jul,aug",Liliaceae,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,72
Lilium michiganense Farw.,Lilium michiganense,Orange-red,"jun,aug",Liliaceae,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,323
Lilium philadelphicum L.,Lilium philadelphicum,"Orange-red, purple","jun,aug",Liliaceae,red,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,1145
Lilium superbum L.,Lilium superbum,Orange-red,"jul,sep",Liliaceae,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,136
Limonium carolinianum (Walter) Britton,Limonium nashii,"Purple, lavendar","jun, dec",Plumbaginaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,208
Limosella australis R.Br.,Limosella subulata,White,"jul, oct",Scrophulariaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,5
Linaria vulgaris Mill.,Linaria vulgaris,"Yellow, orange","June, October",Plantaginaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,2084
Lindernia dubia (L.) Pennell,Lindernia dubia,"Pale-purple, white","jul, sep",Linderniaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,156
Linnaea borealis L.,Linnaea borealis,Pink,"jun,aug",Linnaeaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,527
Linum usitatissimum L.,Linum usitatissimum,Blue,"jun, jul",Linaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,9
Linum virginianum L.,Linum virginianm,Yellow,"jun, oct",Linaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Liparis liliifolia (L.) Rich. ex Lindl.,Liparis liliifolia,Purplish-brown,"June, July",Orchidaceae,purple,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,63
Liparis loeselii (L.) Rich.,Liparis loeselii,Yellowish-green,"June, July",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,41
Lithospermum canescens (Michx.) Lehm.,Lithospermum canescens,Orange-yellow,"apr, jul",Boraginaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,478
Lithospermum officinale L.,Lithospermum officiale,Whitish,"jun, jul",Boraginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,27
Lobelia cardinalis L.,Lobelia cardinalis,Scarlet,"May, October",Campanulaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,2573
Lobelia dortmanna L.,Lobelia dortmanna,"Pale-violet, white","July, September",Campanulaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,92
Lobelia inflata L.,Lobelia inflata,Light blue,"June, October",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,1460
Lobelia kalmii L.,Lobelia kalmii,Blue,"July, October",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,533
Lobelia nuttallii Schult.,Lobelia nuttallii,Blue,"July, November",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE,49
Lobelia puberula Michx.,Lobelia puberula,Blue,"August, October",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,129
Lobelia siphilitica L.,Lobelia siphilitica,Blue,"July, October",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,2178
Lobelia spicata Lam.,Lobelia spicata,Light blue,"June, July",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,491
Lotus corniculatus L.,Lotus corniculatus,Bright-yellow,"June, August",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Ludwigia alternifolia L.,Ludwigia alternifolia,Yellow,"jun, aug",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,100
Ludwigia palustris (L.) Elliott,Ludwigia palustris,Green,"mar, may",Onagraceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE,16
Lupinus perennis L.,Lupinus perennis,Blue,"April, July",Fabaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,573
Lupinus polyphyllus Lindl.,Lupinus polyphyllus,"Blue-violet, white",May,Fabaceae,blue,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,321
Lycopus americanus Muhl. ex W.P.C.Barton,Lycopus americanus,White,"jun, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,203
Lycopus amplectens Raf.,Lycopus amplectens,White,"aug, oct",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,TRUE,2
Lycopus uniflorus Michx.,Lycopus uniflorus,White,"jul, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,178
Lycopus virginicus L.,Lycopus virginicus,White,"jun, aug",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,13
Lysimachia ciliata L.,Lysimachia ciliata,Yellow,"jun,aug",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,2408
Lysimachia hybrida Michx.,Lysimachia hybrida,Yellow,"jul,aug",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,21
Lysimachia nummularia L.,Lysimachia nummularia,Yellow,"jun,aug",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,602
Lysimachia quadrifolia L.,Lysimachia quadrifolia,Yellow,"jun,jul",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,1103
Lysimachia terrestris (L.) Britton & al.,Lysimachia terrestris,Yellow,"jun,aug",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,1021
Lysimachia thyrsiflora L.,Lysimachia thrysiflora,Yellow,"may,jul",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,288
Lythrum alatum Pursh,Lythrum alatum,Purple,"jun,sep",Lythraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,92
Lythrum hyssopifolia L.,Lythrum hyssopifolia,Purple,"apr,oct",Lythraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE,9
Lythrum lineare L.,Lythrum lineare,"Light purple, white","jun,nov",Lythraceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,9
Lythrum salicaria L.,Lythrum salicaria,Purple,"jul,sep",Lythraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Maianthemum racemosum (L.) Link,Smilacina racemosa,White,"may,jun",Ruscaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,1216
Maianthemum stellatum (L.) Link,Smilacina stellata,White,"may,jun",Ruscaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,620
Maianthemum trifolium (L.) Sloboda,Smilacina trifolia,White,"may,jun",Ruscaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,101
Malaxis monophyllos (L.) Sw.,Malaxis monophyllos,Greenish-white,"June, July",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Malaxis unifolia Michx.,Malaxis unifolia,Green,"March, October",Orchidaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Malva moschata L.,Malva moschata,"White, pink","jun, sep",Malvaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Malva neglecta Wallr.,Malva neglecta,"Pale lilac, white","may, oct",Malvaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,306
Malva sylvestris L.,Malva sylvestris,Rose-purple,"jun, sep",Malvaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,83
Matricaria chamomilla L.,Matricaria chamomilla,White,"jun,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,TRUE,7
Matricaria discoidea DC.,Matricaria discoidea,Yellow,"may,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,364
Medicago lupulina L.,Medicago lupulina,Yellow,"May, September",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,1364
Medicago sativa L.,Medicago sativa,"Purple, blue-violet","June, September",Fabaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE,369
Meehania cordata (Nutt.) Britton,Meehania cordata,Light-purple,"may, jun",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,32
Melampyrum lineare Desr.,Melampyrum lineare,"Whitish, yellow","jun, aug",Orobanchaceae,yellow,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,671
Menispermum canadense L.,Menispermum canadense,Whitish,"may,jul",Menispermaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,64
Mentha arvensis L.,Mentha arvensis,Lilac,"jul, sep",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,49
Mentha spicata L.,Mentha spicata,"Purplish, pinkish","jul, sep",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,32
Menyanthes trifoliata L.,Menyanthes trifoliata,White,"apr, aug",Menyanthaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,475
Mertensia maritima (L.) Gray,Mertensia maritima,Pale-blue,"may, jul",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,7
Mertensia virginica (L.) Pers. ex Link,Mertensia virginica,Blue,"apr, jun",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,4388
Micranthes micranthidifolia (Haw.) Small,Saxifraga micranthidifolia,White,"mar, jun",Saxifragaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,16
Micranthes pensylvanica (L.) Haw.,Saxifraga pensylvanica,Greenish,"mar, jun",Saxifragaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,133
Micranthes virginiensis (Michx.) Small,Saxifraga virginiensis,White,"apr, jun",Saxifragaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,1221
Mimulus alatus Aiton,Mimulus alatus,"Violet, pinkish","jun, nov",Phrymaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,488
Mimulus ringens L.,Mimulus ringens,"Violet, pinkish","jun, sep",Phrymaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,3752
Mirabilis nyctaginea (Michx.) MacMill.,Mirabilis nyctaginea,"Pink, purple","may, sep",Nyctaginaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,104
Mitchella repens L.,Mitchella repens,"White, pinkish","may, oct",Rubiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,1150
Mitella diphylla L.,Mitella diphylla,White,"apr,jun",Saxifragaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1065
Mitella nuda L.,Mitella nuda,Greenish,"may, aug",Saxifragaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,79
Miyamayomena simplex (Hand.-Mazz.) Y.L.Chen,Aster simplex,"White, violet","jun,sep",Asteraceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Mollugo verticillata L.,Mollugo verticillata,White,"jun,sep",Molluginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,242
Monarda clinopodia L.,Monarda clinopodia,"Whitish, pinkish","jul, sep",Lamiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,95
Monarda didyma L.,Monarda didyma,Scarlet,"may, oct",Lamiaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,458
Monarda fistulosa L.,Monarda fistulosa,"Lilac, pink","may, sep",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,2102
Monarda media Willd.,Monarda media,Deep red-purple,"jun, aug",Lamiaceae,red,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,5
Monarda punctata L.,Monarda punctata,"Yellowish, purple","apr, aug",Lamiaceae,yellow,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,319
Moneses uniflora (L.) A.Gray,Moneses uniflora,"White, light-rose","may, aug",Ericaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,83
Monotropa uniflora L.,Monotropa uniflora,"White, pinkish","jun, sep",Ericaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,2358
Muscari botryoides (L.) Mill.,Muscari botryoides,Deep blue,"apr,may",Hyacinthaceae,blue,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,78
Myosotis laxa Lehm.,Myosotis laxa,Blue,"may, sep",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,19
Myosotis scorpioides L.,Myosotis scorpioides,Blue,"may, sep",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,221
Myosotis verna Nutt.,Myosotis verna,White,"apr, jul",Boraginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,6
Nabalus serpentarius (Pursh) Hook.,Prenanthes serptentaria,Creamy white,"aug,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,28
Nabalus trifoliolatus Cass.,Prenanthes trifoliata,Creamy white,"aug,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,54
Nasturtium officinale R.Br.,Nasturtium offinale,White,"mar,oct",Brassicaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,56
Nelumbo lutea (Willd.) Pers.,Nelumbo lutea,Pale yellow,"jul,sep",Nelumbonaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,181
Nemophila aphylla (L.) Brummitt,Galax aphylla,White,"mar,may",Hydrophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE,2
Neottia bifolia (Raf.) Baumbach,Listera australis,Greenish-purple,"jan, jul",Orchidaceae,green,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE,70
Neottia convallarioides (Sw.) Rich.,Listera convallarioides,Yellow-green,"jun, aug",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,4
Neottia cordata (L.) Rich.,Listera cordata,Purplish,"jun, aug",Orchidaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,22
Nepeta cataria L.,Nepeta cataria,"Whitish, pale-lilac","jul, oct",Lamiaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,307
Nuphar advena (Aiton) W.T.Aiton,Nuphar advena,Yellow,"jun, aug",Nymphaeaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,95
Nuphar microphylla (Pers.) Fernald,Nuphar microphyllum,Yellow,"jun,sep",Nymphaeaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,10
Nuttallanthus canadensis (L.) D.A.Sutton,Nuttallanthus canadensis,Blue,"May, July",Plantaginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,755
Nymphaea odorata Aiton,Nymphaea odorata,"White, pinkish","jun,sep",Nymphaeaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,1472
Nymphoides cordata (Elliott) Fernald,Nymphoides cordata,White,"jun, sep",Menyanthaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,44
Oclemena acuminata (Michx.) Greene,Aster acuminatus,"White, purple","aug,sep",Asteraceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,966
Oclemena nemoralis (Dryand. ex Aiton) Greene,Aster nemoralis,"Light violet, purple","jun,sep",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,160
Odontites vulgaris Moench,Odontites serotina,"Pink, rose","jun,aug",Orobanchaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,36
Oenothera biennis L.,Oenothera biennis,Yellow,"jul, oct",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,756
Oenothera fruticosa L.,Oenothera fruticosa,Yellow,"apr, sep",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,48
Oenothera gaura W.L.Wagner & Hoch,Gaura biennis,"White, pink","jun, aug",Onagraceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,144
Oenothera humifusa Nutt.,Oenothera humifusa,Yellow,"jun, sep",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,2
Oenothera laciniata Hill,Oenothera laciniata,Yellow,"feb, oct",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,28
Oenothera perennis L.,Oenothera perennis,Yellow,"jun, aug",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,82
Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,Yellow,"jun,jul",Cactaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,229
Origanum vulgare L.,Origanum vulgare,"Pink, purplish","jul, oct",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,123
Ornithogalum umbellatum L.,Ornithogalum umbellatum,White,"may,jun",Hyacinthaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Orontium aquaticum L.,Orontium aquaticum,Yellow,"apr,jun",Araceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,67
Orthilia secunda (L.) House,Pyrola secunda,"White, greenish","jun, aug",Ericaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,18
Osmorhiza claytonii (Michx.) C.B.Clarke,Osmorhiza claytoni,White,"may, jun",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,98
Osmorhiza longistylis (Torr.) DC.,Osmorhiza longistylis,White,"may, jun",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,230
Oxalis acetosella L.,Oxalis montana,White,"may, jul",Oxalidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Oxalis corniculata L.,Oxalis corniculata,Yellow,"jun, sep",Oxalidaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,107
Oxalis grandis Small,Oxalis grandis,Yellow,"jun, sep",Oxalidaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,19
Oxalis violacea L.,Oxalis violaceae,Purple,"apr, oct",Oxalidaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,383
Oxybasis glauca (L.) S.Fuentes & al.,Chenopodium glaucum,Greenish,"jul,sep",Amaranthaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,4
Oxybasis rubra (L.) S.Fuentes & al.,Chenopodium rubrum,Greenish,"jul,sep",Amaranthaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Oxypolis rigidior (L.) Raf.,Oxypolis rigidior,White,"jul, aug",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,46
Packera aurea (L.) Á.Löve & D.Löve,Packera aurea,Yellow,"may,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,654
Packera obovata (Muhl. ex Willd.) W.A.Weber & Á.Löve,Senecio obovatus,Yellow,"feb,jun",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,93
Packera schweinitziana (Nutt.) W.A.Weber & Á.Löve,Senecio robbinsii,Yellow,"may,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,32
Panax quinquefolius L.,Panax quinquefolius,Green,"jun,jul",Araliaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,42
Panax trifolius L.,Panax trifolium,White,"may,jun",Araliaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,2077
Parnassia glauca Raf.,Parnassia glauca,White,"aug, sep",Celastraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,907
Paronychia canadensis (L.) Alph.Wood,Paronychia canadensis,Green,"jun,sep",Caryophyllaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,7
Parthenium integrifolium L.,Parthenium integrifolium,White,"jun, sep",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,146
Pastinaca sativa L.,Pastinaca sativa,Yellow,"jun, jul",Apiaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,805
