taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen
Heliopsis helianthoides (L.) Sweet,Heliopsis helianthoides,Yellow,"jun,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Helonias bullata L.,Helonias bullata,"Pink, purplish","apr,jun",Melanthiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE
Hemerocallis fulva (L.) L.,Hemerocallis fulva,Orange,"jun,aug",Hemerocallidaceae,orange,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Anemone hepatica L.,Hepatica acutiloba,"Blue, pink, white","mar,may",Ranunculaceae,blue,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Anemone americana (DC.) H.Hara,Hepatica americana,"Blue, pink, white","apr,may",Ranunculaceae,blue,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Heracleum sphondylium L.,Heracleum maximum,White,"may, jul",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Hesperis matronalis L.,Hesperis matronalis,"Purple, pink, white","may, jul",Brassicaceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Heteranthera dubia (Jacq.) MacMill.,Heteranthera dubia,Pale yellow,"jul,oct",Pontederiaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Heteranthera reniformis Ruiz & Pav.,Heteranthera reniformis,"Pale blue, white","jun,oct",Pontederiaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,TRUE
Heterotheca subaxillaris (Lam.) Britton & Rusby,Heterotheca subaxillaris,Yellow,"mar,dec",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Heuchera americana L.,Heuchera americana,"Green, purplish","mar, aug",Saxifragaceae,green,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Hibiscus laevis All.,Hibiscus militaris,Pink,"jul, sep",Malvaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Hibiscus moschatus L.,Hibiscus palustris,Pink,"jun, sep",Malvaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Hibiscus trionum L.,Hibiscus trionum,Pale yellow,"jul, sep",Malvaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.,Hieracium aurantiacum,Red-orange,"jun,oct",Asteraceae,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Hieracium canadense Froel.,Hieracium canadense,Yellow,"jun,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Hieracium inuloides Tausch,Hieracium flagellare,Yellow,"jun,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Hieracium florentinum Spreng.,Hieracium florentinum,Yellow,"jun,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Pilosella floribunda (Wimm. & Grab.) Arv.-Touv.,Hieracium floribundum,Yellow,"jun,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Stenotheca gronovii (Willd. ex L.) Sennikov,Hieracium gronovii,Yellow,"mar,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Hieracium pangoriense Zahn,Hieracium paniculatum,Yellow,"jul,oct",---,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Pilosella officinarum Vaill.,Hieracium pilosella,Yellow,"jun,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Pilosella caespitosa (Dumort.) P.D.Sell & C.West,Hieracium pratense,Yellow,"may,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Hieracium scabrum Michx.,Hieracium scabrum,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Hieracium venosum L.,Hieracium venosum,Yellow,"may,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Hieracium lachenalii Suter,Hieracium vulgatum,Yellow,"jun,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Houstonia caerulea L.,Houstonia caerulea,"Pale-blue, white","apr, aug",Rubiaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Houstonia canadensis Willd. ex Roem. & Schult.,Houstonia canadensis,"White, pale lilac","may, jun",Rubiaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Houstonia purpurea L.,Houstonia purpurea,"White, pale lilac","may, jun",Rubiaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Houstonia serpyllifolia Michx.,Houstonia serpyllifolia,"Blue, white","may, jun",Rubiaceae,blue,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Houstonia longifolia Gaertn.,Houstonia tenuifolia,"White, pale lilac","may, jul",Rubiaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Hudsonia ericoides L.,Hudsonia ericoides,Yellow,"may,jul",Cistaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Hudsonia tomentosa Nutt.,Hudsonia tomentosa,Bright yellow,"may,jul",Cistaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Viola concolor T.F.Forst.,Hybanthus concolor,Greenish-white,"April, June",Violaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Hydrastis canadensis L.,Hydrastis canadensis,Greenish white,may,Ranunculaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Hydrocotyle americana L.,Hydrocotyle americana,Whitish,"may, aug",Araliaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Hydrocotyle umbellata L.,Hydrocotyle umbellata,Greenish-white,"apr, oct",Araliaceae,green,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Hydrophyllum appendiculatum Michx.,Hydrophyllum appendiculatum,Lavender,"may, jun",Hydrophyllaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Hydrophyllum canadense L.,Hydrophyllum canadense,"White, purplish","apr, jun",Hydrophyllaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Hydrophyllum macrophyllum Nutt.,Hydrophyllum macrophyllum,"White, lavendar","apr, jun",Hydrophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
Hydrophyllum virginianum L.,Hydrophyllum virginianum,"White, lavendar","may, jun",Hydrophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Hypericum canadense L.,Hypericum canadense,Yellow,"jun,sep",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Hypericum denticulatum Walter,Hypericum deticulatum,Coppery yellow,"jun,sep",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Hypericum ellipticum Hook.,Hypericum ellipticum,Yellow,"jul,aug",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
Hypericum gentianoides (L.) Britton & al.,Hypericum gentianoides,Yellow,"jul, oct",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Hypericum majus (A.Gray) Britton,Hypericum majus,Yellow,"jun,sep",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Hypericum mutilum L.,Hypericum mutilum,Yellow,"apr,oct",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Hypericum perforatum L.,Hypericum perforatum,Yellow,"jun,sep",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Hypericum punctatum Lam.,Hypericum punctatum,Yellow,"jun,aug",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Hypericum ascyron L.,Hypericum pyramidatum,Yellow,"jul,aug",Hypericaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
Hypericum virginicum L.,Hypericum virginicu,Pink,"jul,sep",Hypericaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Hypochaeris radicata L.,Hypochaeris radicata,Yellow,"may,nov",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Hypoxis hirsuta (L.) Coville,Hypoxis hirsuta,Yellow,"may,jul",Hypoxidaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Hyssopus officinalis L.,Hyssopus officinalis,Blue-purple,"jun, sep",Lamiaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Impatiens capensis Meerb.,Impatiens capensis,"Orange, red-brown","July, October",Balsaminaceae,red,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Impatiens pallida Nutt.,Impatiens pallida,Yellow,"June, October",Balsaminaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Inula helenium L.,Inula helenium,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Iris cristata Aiton,Iris cristata,"Blue, orange, white","mar, may",Iridaceae,orange,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Iris prismatica Pursh,Iris prismatica,Blue,"may, jul",Iridaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Iris pseudacorus L.,Iris pseudacorus,Yellow,"may, jun",Iridaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Iris verna L.,Iris verna,"Blue, violet, yellow","apr,may",Iridaceae,yellow,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Iris versicolor L.,Iris versicolor,"Blue, yellow","may, aug",Iridaceae,yellow,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Trichostema brachiatum L.,Isanthus brachiatus,Pale blue,"aug,sep",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Isotria medeoloides (Pursh) Raf.,Isotria medeoloides,"Yellowish, green","may, jun",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Isotria verticillata (Muhl. ex Willd.) Raf.,Isotria verticillata,"Yellowish, greenish","apr, jun",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Jacobaea vulgaris Gaertn.,Jacobaea vulgaris,Yellow,"jun,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Jeffersonia diphylla (L.) Pers.,Jeffersonia diphylla,White,"apr,may",Berberidaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Justicia americana (L.) Vahl,Justicia americana,"Violet, white, purple","apr, oct",Acanthaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Knautia arvensis (L.) Coult.,Knautia arvensis,Lilac-purple,"jun, sep",Dipsacaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Kosteletzkya virginica (L.) C.Presl ex A.Gray,Kosteletzkya virginica,Rose,"jun, oct",Malvaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Krigia biflora (Walter) S.F.Blake,Krigia biflora,Orange-yellow,"may,aug",Asteraceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Krigia virginica (L.) Willd.,Krigia virginica,Yellow,"apr,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,TRUE
Brickellia eupatorioides (L.) Shinners,Kuhnia eupatorioides,White,"aug,sep",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Lachnanthes caroliniana (Lam.) Dandy,Lachnanthes caroliana,Dull yellow,"jun, aug",Haemodoraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Lactuca biennis (Moench) Fernald,Lactuca biennis,Blue,"jul,sep",Asteraceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Lactuca canadensis L.,Lactuca canadensis,"Pale yellow, reddish yellow","jul,sep",Asteraceae,red,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Lactuca serriola L.,Lactuca scariola,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Lamium album L.,Lamium album,White,"mar, nov",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lamium amplexicaule L.,Lamium amplexicaule,"Purplish, reddish","may, oct",Lamiaceae,red,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,TRUE
Lamium purpureum L.,Lamium purpureum,"Purplish, reddish","apr, oct",Lamiaceae,red,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Laportea canadensis (L.) Wedd.,Laportea canadensis,Greenish,"jul,aug",Urticaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Lappula squarrosa (Retz.) Dumort.,Lappula echinata,Blue,"may, sep",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Lapsana communis L.,Lapsana communis,Yellow,"jun,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lechea mucronata Raf.,Lechea illosa,"Reddish, brown","jun,sep",Cistaceae,red,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lechea intermedia Legg.,Lechea intermedia,Pinkish red,"jun,aug",Cistaceae,red,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Lechea tenuifolia Michx.,Lechea tenuifolia,"Reddish, greenish","jul,aug",Cistaceae,red,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Scorzoneroides autumnalis (L.) Moench,Leontodon autumnalis,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,TRUE
Leonurus cardiaca L.,Leonurus cardiaca,"Lilac, pale-purple","jun, aug",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lepidium campestre (L.) R.Br.,Lepidium campestre,White,"apr, jun",Brassicaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Lepidium virginicum L.,Lepidium virginicum,White,"may, sep",Brassicaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Lespedeza capitata Michx.,Lespedeza capitata,"Creamy-white, purple","July, September",Fabaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Lespedeza hirta (L.) Hornem.,Lespedeza hirta,White,August,Fabaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Lespedeza intermedia (A.Gray) Britton,Lespedeza intermedia,Violet-purple,"jul, aug",Fabaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Lespedeza procumbens Michx.,Lespedeza procumbens,"Purple, pink","July, October",Fabaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Lespedeza repens (L.) W.P.C.Barton,Lespedeza repens,"Purple, pink","May, September",Fabaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,TRUE
Lespedeza violacea (L.) Pers.,Lespedeza violacea,Violet-purple,"June, October",Fabaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Lespedeza virginica (L.) Britton,Lespedeza virginica,Violet-purple,"July, September",Fabaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Liatris aspera Michx.,Liatris aspera,Purple,"jul,sep",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Liatris borealis Nutt. ex J.McNab,Liatris borealis,Purple,"jul,sep",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Liatris pilosa (Aiton) Willd.,Liatris graminifolia,Purple,"aug,sep",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
Liatris spicata (L.) Willd.,Liatris spicata,Purple,"jul,nov",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Liatris squarrosa (L.) Willd.,Liatris squarrosa,Purple,"jun,sep",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Ligusticum scoticum L.,Ligusticum scothicum,White,"jun, aug",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Lilium canadense L.,Lilium canadense,"Yellow, red","jun,aug",Liliaceae,red,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lilium michiganense Farw.,Lilium michiganense,Orange-red,"jun,aug",Liliaceae,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lilium philadelphicum L.,Lilium philadelphicum,"Orange-red, purple","jun,aug",Liliaceae,red,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lilium superbum L.,Lilium superbum,Orange-red,"jul,sep",Liliaceae,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
Lilium lancifolium Thunb.,Lilium tigrinum,Red-orange,"jul,aug",Liliaceae,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Limonium carolinianum (Walter) Britton,Limonium nashii,"Purple, lavendar","jun, dec",Plumbaginaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Limosella australis R.Br.,Limosella subulata,White,"jul, oct",Scrophulariaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Linaria vulgaris Mill.,Linaria vulgaris,"Yellow, orange","June, October",Plantaginaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Lindernia dubia (L.) Pennell,Lindernia dubia,"Pale-purple, white","jul, sep",Linderniaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Linnaea borealis L.,Linnaea borealis,Pink,"jun,aug",Linnaeaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Linum usitatissimum L.,Linum usitatissimum,Blue,"jun, jul",Linaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Linum virginianum L.,Linum virginianm,Yellow,"jun, oct",Linaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Liparis liliifolia (L.) Rich. ex Lindl.,Liparis liliifolia,Purplish-brown,"June, July",Orchidaceae,purple,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Liparis loeselii (L.) Rich.,Liparis loeselii,Yellowish-green,"June, July",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Neottia bifolia (Raf.) Baumbach,Listera australis,Greenish-purple,"jan, jul",Orchidaceae,green,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Neottia convallarioides (Sw.) Rich.,Listera convallarioides,Yellow-green,"jun, aug",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
Neottia cordata (L.) Rich.,Listera cordata,Purplish,"jun, aug",Orchidaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Buglossoides incrassata (Guss.) I.M.Johnst.,Lithospermum arvense,Whitish,"apr, jun",Boraginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Lithospermum canescens (Michx.) Lehm.,Lithospermum canescens,Orange-yellow,"apr, jul",Boraginaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Lithospermum officinale L.,Lithospermum officiale,Whitish,"jun, jul",Boraginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lobelia cardinalis L.,Lobelia cardinalis,Scarlet,"May, October",Campanulaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Lobelia dortmanna L.,Lobelia dortmanna,"Pale-violet, white","July, September",Campanulaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Lobelia inflata L.,Lobelia inflata,Light blue,"June, October",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Lobelia kalmii L.,Lobelia kalmii,Blue,"July, October",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Lobelia nuttallii Schult.,Lobelia nuttallii,Blue,"July, November",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Lobelia puberula Michx.,Lobelia puberula,Blue,"August, October",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Lobelia siphilitica L.,Lobelia siphilitica,Blue,"July, October",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Lobelia spicata Lam.,Lobelia spicata,Light blue,"June, July",Campanulaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lophiola aurea KerGawl.,Lophiola americana,Yellow,"apr,jul",Nartheciaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Lotus corniculatus L.,Lotus corniculatus,Bright-yellow,"June, August",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Ludwigia alternifolia L.,Ludwigia alternifolia,Yellow,"jun, aug",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Ludwigia palustris (L.) Elliott,Ludwigia palustris,Green,"mar, may",Onagraceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Lupinus perennis L.,Lupinus perennis,Blue,"April, July",Fabaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Lupinus polyphyllus Lindl.,Lupinus polyphyllus,"Blue-violet, white",May,Fabaceae,blue,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Silene latifolia Poir.,Lychnis alba,"White, pinkish","may,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Lychnis chalcedonica L.,Lychnis chalcedonica,Scarlet,"jun,jul",Caryophyllaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Silene dioica (L.) Clairv.,Lychnis dioica,Rose,"may,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Lychnis flos-cuculi L.,Lychnis flos-cuculi,"Deep pink, white","may,jun",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Anchusa arvensis (L.) M.Bieb.,Lycopsis arvensis,Blue,"jun, sep",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Lycopus americanus Muhl. ex W.P.C.Barton,Lycopus americanus,White,"jun, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Lycopus amplectens Raf.,Lycopus amplectens,White,"aug, oct",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,TRUE
Lycopus uniflorus Michx.,Lycopus uniflorus,White,"jul, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
